Architecture    Offer                                               Publisher                           Sku                                                Urn                                                                                                                               Version
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.2458.220118                                                    17763.2458.220118
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.2565.220202                                                    17763.2565.220202
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.2686.220303                                                    17763.2686.220303
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.2803.220404                                                    17763.2803.220404
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.2928.220505                                                    17763.2928.220505
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.3046.220609                                                    17763.3046.220609
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.3165.220706                                                    17763.3165.220706
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore                                  MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore:17763.3287.220806                                                    17763.3287.220806
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os:19041.1110.2107142050                                                     19041.1110.2107142050
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os:19041.1165.2108100756                                                     19041.1165.2108100756
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os:19041.1237.2109230502                                                     19041.1237.2109230502
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os:19041.1288.2110210404                                                     19041.1288.2110210404
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os:19041.1348.2111180016                                                     19041.1348.2111180016
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os:19041.1415.2112141743                                                     19041.1415.2112141743
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1039.2002091844                                            17763.1039.2002091844
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1098.2003062342                                            17763.1098.2003062342
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1158.2004131759                                            17763.1158.2004131759
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1217.2005081535                                            17763.1217.2005081535
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1282.2006061952                                            17763.1282.2006061952
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1339.2007101755                                            17763.1339.2007101755
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1397.2008070242                                            17763.1397.2008070242
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.1457.2009030514                                            17763.1457.2009030514
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.737.1909062324                                             17763.737.1909062324
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.805.1910061628                                             17763.805.1910061628
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.864.1911120152                                             17763.864.1911120152
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.914.1912042330                                             17763.914.1912042330
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-1                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-1:17763.973.2001110547                                             17763.973.2001110547
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os-g2:19041.1165.2108100756                                                  19041.1165.2108100756
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os-g2:19041.1237.2109230502                                                  19041.1237.2109230502
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os-g2:19041.1288.2110210404                                                  19041.1288.2110210404
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os-g2:19041.1348.2111180016                                                  19041.1348.2111180016
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h1-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h1-ent-cpc-os-g2:19041.1415.2112141743                                                  19041.1415.2112141743
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1039.2002091844                                            17763.1039.2002091844
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1098.2003062342                                            17763.1098.2003062342
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1158.2004131759                                            17763.1158.2004131759
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1217.2005081535                                            17763.1217.2005081535
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1282.2006061952                                            17763.1282.2006061952
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1339.2007101755                                            17763.1339.2007101755
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1397.2008070242                                            17763.1397.2008070242
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.1457.2009030514                                            17763.1457.2009030514
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.737.1909062324                                             17763.737.1909062324
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.805.1910061628                                             17763.805.1910061628
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.864.1911120152                                             17763.864.1911120152
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.914.1912042330                                             17763.914.1912042330
x64             windowsserverdotnet                                 MicrosoftWindowsServer              ws2019-dotnetcore-2-2                              MicrosoftWindowsServer:windowsserverdotnet:ws2019-dotnetcore-2-2:17763.973.2001110547                                             17763.973.2001110547
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1466.220111                                                       19042.1466.220111
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1469.220117                                                       19042.1469.220117
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1526.220208                                                       19042.1526.220208
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1586.220308                                                       19042.1586.220308
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1645.220412                                                       19042.1645.220412
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1706.220510                                                       19042.1706.220510
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1826.220712                                                       19042.1826.220712
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365:19042.1889.220810                                                       19042.1889.220810
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1466.220111                                                    19042.1466.220111
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1469.220117                                                    19042.1469.220117
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1526.220208                                                    19042.1526.220208
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1586.220308                                                    19042.1586.220308
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1645.220412                                                    19042.1645.220412
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1706.220510                                                    19042.1706.220510
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1826.220712                                                    19042.1826.220712
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-m365-g2                               MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-m365-g2:19042.1889.220810                                                    19042.1889.220810
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-smalldisk                     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-smalldisk:1709.0.20181010                                     1709.0.20181010
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-smalldisk                     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-smalldisk:1709.0.20181122                                     1709.0.20181122
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-smalldisk                     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-smalldisk:1709.0.20181218                                     1709.0.20181218
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-smalldisk                     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-smalldisk:1709.0.20190115                                     1709.0.20190115
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-smalldisk                     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-smalldisk:1709.0.20190214                                     1709.0.20190214
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-smalldisk                     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-smalldisk:1709.0.20190314                                     1709.0.20190314
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-smalldisk                     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-smalldisk:1709.0.20190410                                     1709.0.20190410
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1466.220111                                                         19042.1466.220111
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1469.220117                                                         19042.1469.220117
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1526.220208                                                         19042.1526.220208
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1586.220308                                                         19042.1586.220308
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1645.220412                                                         19042.1645.220412
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1706.220510                                                         19042.1706.220510
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1826.220712                                                         19042.1826.220712
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os                                    MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os:19042.1889.220810                                                         19042.1889.220810
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20180220                     1709.0.20180220
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20180524                     1709.0.20180524
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20180613                     1709.0.20180613
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20181017                     1709.0.20181017
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20181218                     1709.0.20181218
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20190115                     1709.0.20190115
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20190214                     1709.0.20190214
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20190314                     1709.0.20190314
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1709-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1709-with-Containers-smalldisk:1709.0.20190410                     1709.0.20190410
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1466.220111                                                      19042.1466.220111
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1469.220117                                                      19042.1469.220117
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1526.220208                                                      19042.1526.220208
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1586.220308                                                      19042.1586.220308
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1645.220412                                                      19042.1645.220412
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1706.220510                                                      19042.1706.220510
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1826.220712                                                      19042.1826.220712
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             20h2-ent-cpc-os-g2                                 MicrosoftWindowsDesktop:windows-ent-cpc:20h2-ent-cpc-os-g2:19042.1889.220810                                                      19042.1889.220810
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20181017                     1803.0.20181017
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20181123                     1803.0.20181123
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20181218                     1803.0.20181218
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20190115                     1803.0.20190115
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20190214                     1803.0.20190214
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20190314                     1803.0.20190314
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20190410                     1803.0.20190410
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20190522                     1803.0.20190522
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20190613                     1803.0.20190613
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20190711                     1803.0.20190711
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20191028                     1803.0.20191028
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1803-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1803-with-Containers-smalldisk:1803.0.20191114                     1803.0.20191114
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1466.220111                                                       19043.1466.220111
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1469.220117                                                       19043.1469.220117
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1526.220208                                                       19043.1526.220208
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1586.220308                                                       19043.1586.220308
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1645.220412                                                       19043.1645.220412
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1706.220510                                                       19043.1706.220510
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1826.220712                                                       19043.1826.220712
x64             windows-ent-cpc                                     MicrosoftWindowsDesktop             21h1-ent-cpc-m365                                  MicrosoftWindowsDesktop:windows-ent-cpc:21h1-ent-cpc-m365:19043.1889.220810                                                       19043.1889.220810
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20181107                     1809.0.20181107
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20181122                     1809.0.20181122
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20181218                     1809.0.20181218
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190115                     1809.0.20190115
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190214                     1809.0.20190214
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190314                     1809.0.20190314
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190410                     1809.0.20190410
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190522                     1809.0.20190522
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190613                     1809.0.20190613
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190711                     1809.0.20190711
x64             WindowsServerSemiAnnual                             MicrosoftWindowsServer              Datacenter-Core-1809-with-Containers-smalldisk     MicrosoftWindowsServer:WindowsServerSemiAnnual:Datacenter-Core-1809-with-Containers-smalldisk:1809.0.20190826                     1809.0.20190826
